name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Aorus AORUS 15-SA-F71BDW 15.6"" IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,371.02",Aorus,,AORUS 15-SA-F71BDW,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo ThinkPad T490 14"" Full HD Laptop i5-10210U 8GB 256GB SSD Windows 10 Pro","1,363.85",,,,,,,,,,,,,"14.0"""
"HP OMEN 15-dc0020ca 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 12 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Bilingual Gaming Laptop","1,357.97",HP,OMEN,15-dc0020ca,,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 128 GB SSD,12 GB,NVIDIA GeForce GTX 1060,3 GB,"15.6"""
"ASUS GL503VM-IH73 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB M.2 SATA SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,349.97",ASUS,,GL503VM-IH73,4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"ASUS VivoBook K571GT Gaming and Business Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB  SATA SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1650, Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Home)","1,349.90",ASUS,VivoBook K571GT,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1650,,"15.6"""
"Lenovo ThinkPad P53s 15.6"" Touchscreen Laptop i5-8365U 256GB SSD W10 Nvidia P520","1,336.95",,,,,,,,,,,,,"15.6"""
"MSI GF65 THIN 9SD-004 Enthusiast Plus (i7-9750H, 16GB RAM, 1TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,335.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-004,,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo ThinkPad T490 20Q90003US 14"" FHD Laptop i5-8365U 8GB 256GB SSD W10P","1,307.86",,,,,,,,,,,,,"14.0"""
"DELL Latitude 7400 R3M2R 14"" FHD Laptop i7-8665U 8GB 256GB SSD W10P","1,299.99",,,,,,,,,,,,,"14.0"""
"ASUS TUF Gaming FX504GM-ES74 15.6"" 120 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB PCIe NVMe SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,299.99",ASUS,TUF Gaming,FX504GM-ES74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"ASUS TUF Gaming FX504GM-ES74 15.6"" 120 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB PCIe NVMe SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,299.99",ASUS,TUF Gaming,FX504GM-ES74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Newest Flagship*Acer Predator Helios Gaming Laptop( Intel 6-Core i7-9750H,16GB DDR4 ,256GB SSD)|15.6 FHD Widescreen IPS display 144Hz Refresh Rate|NVDIA GTX 1660Ti 6GB| Backlit KB | VR-Ready","1,299.99",Acer,Predator Helios,,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo Legion Y530 Gaming Laptop, 15.6"" FHD Display, Intel 6-Core i7-8750H Upto 4.1GHz, 32GB RAM, 1TB NVMe SSD + 1TB HDD, GTX 1050 Ti 4GB, HDMI, MiniDP, Backlit Keys, Wi-Fi, Bluetooth, Windows 10 Pro","1,299.99",Lenovo,Legion,Y530,,Windows 10 Pro,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1TB NVMe SSD + 1TB HDD,32 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"15.6"""
"Refurbished: Asus, ROG STRIX SCAR III  i7-9750H 2.6GHz, 16GB, 512GB SSD, 17.3"" FHD (1920x1080) BT WIN10HOME NVIDIA GTX 1660Ti 6144MB Backlit Keyboard (G731GU-BI7N9)","1,299.99",Asus,ROG Strix Scar III,,,Windows 10 Home,Intel Core i7 9th Gen,,,512GB SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"MSI GE Series GE65 Raider-431 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 1 TB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,299.00",MSI,GE Series,GE65 Raider-431,,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"MSI GL Series GL65 9SDK-025 15.6"" 120 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Thin Bezel Gaming Laptop","1,299.00",MSI,GL Series,GL65 9SDK-025,,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Dell Alienware M15 Gaming Laptop i7-8750H 15.6"" 300Nits FHD 144hz, 16GB RAM 256GB SSD + 1TB HDD, 1660 Ti 6GB, Nebula Red","1,299.00",DELL,,TunAWm15S1,,,,,,,,,,"15.6"""
"Open Box: ASUS ROG Strix Hero Edition GL503VM-DB74 15.6"" 120 Hz IPS GTX 1060 Intel Core i7 7th Gen 7700HQ (2.80 GHz) 16 GB Memory 256 GB SSD 1 TB SSHD Windows 10 Home 64-Bit Gaming Laptop","1,280.00",ASUS,ROG Strix Hero Edition,GL503VM-DB74,,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB SSHD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Lenovo ThinkPad X390 13.3"" Laptop i5-10210U 8GB 256GB SSD Windows 10 Pro","1,275.23",,,,,,,,,,,,,"13.3"""
"Open Box: ASUS VivoBook Pro N580VD-DS76T 15.6"" 4K/UHD 60 Hz Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,275.00",ASUS,VivoBook Pro,N580VD-DS76T,,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1050,4 GB,"15.6"" 4K/UHD"
"Newest Lenovo Legion Y540 15.6""FHD IPS  Gaming Laptop|Intel Core i7-9750H Hexa-Core Processor|Nvidia GeForce GTX 1650 4GB Graphics Card| 1GB Memory|512GB  M.2 SSD +1TB HDD|Backlit Keyboard| Windows 10","1,269.99",Lenovo,Legion,,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,512G M.2 SSD +1TB HDD,16 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"MSI GE Series GE65 Raider-432 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,262.27",MSI,GE Series,GE65 Raider-432,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Newest Lenovo Legion Y540 15.6"" FHD IPS Gaming Laptop| Intel Quad-Core i5-9300H| NVIDIA GeForce GTX1660Ti 6GB|32GB DDR4|1TB M.2 SSD+1TB HDD| HDMI |Mini DisplayPort| Backlit Keyboard | Windows 10","1,259.99",,,Legion,,Windows 10 Home,Intel Core i5 9th Gen,2.40 GHz,,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"MSI GL Series GL65 9SEK-065 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,249.00",MSI,GL Series,GL65 9SEK-065,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"MSI GF75 THIN 9SC-278 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 512GB PCIe SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1650) with Loot Box , Gaming Controller , Headset","1,249.00",MSI,GF75 THIN 9SC-278,,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1650,,"17.3"""
"Lenovo ThinkPad X390 13.3"" Laptop i5-10210U 8GB 256GB SSD Windows 10 Pro","1,243.25",,,,,,,,,,,,,"13.3"""
"Newest Lenovo Legion Y540 15.6""FHD IPS  Gaming Laptop|Intel Core i7-9750H Hexa-Core Processor|Nvidia GeForce GTX 1650 4GB Graphics | 12GB Memory|512GB  M.2 SSD +1TB HDD|Backlit Keyboard| Windows 10","1,239.99",Lenovo,Legion,,,Windows 10 Home,Intel Core i7 9th Gen,,6-core Processor,512G M.2 SSD +1TB HDD,12 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
New HP Pavilion Thin&Powerful 15.6 Micro-edge FHD IPS Gaming Laptop| Intel Core i7-9750H 6-core |32GB DDR4|1TB PCIe M.2 SSD| NVIDIA GeForce GTX1650-4G | Green Backlit Keyboard |Windows 10,"1,233.99",,,Pavilion-Gaming,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"XPC MSI GF65 THIN Gamer Notebook (Intel 9th Gen i7-9750H, 16GB RAM, 2TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,233.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-004,,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"ASUS GA502DU-PB73 15.6"" 60 Hz IPS AMD Ryzen 7 2nd Gen 3750H (2.30 GHz) NVIDIA GeForce GTX 1660 Ti 8 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,218.97",ASUS,,GA502DU-PB73,3,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,3750H (2.30 GHz),Quad-core Processor,512 GB M.2 PCIe NVMe SSD,8 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"MSI GL Series GL65 9SD-056CA 15.6"" 120 Hz IPS Intel Core i5 9th Gen 9300H (2.40 GHz) NVIDIA GeForce GTX 1660 Ti 8 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,217.97",MSI,GL Series,GL65 9SD-056CA,5,Windows 10 Home 64-bit,Intel Core i5 9th Gen,9300H (2.40 GHz),Quad-core Processor,512 GB NVMe SSD,8 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo Legion Y540-15IRH-PG0 81SY0005US 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 1 TB HDD - 256 GB SSD - Black","1,206.49",Lenovo,Legion,,5,Windows 10 Pro,Intel Core i7 9th Gen,9750H (2.60 GHz),,,16 GB,NVIDIA GeForce GTX 1650,Up to 4 GB,"15.6"""
"Dell Precision 15.6"" Full HD Laptop i5-8265U 8GB 256GB SSD W10 Radeon Pro WX2100","1,204.65",,,,,,,,,,,,,"15.6"""
"Dell Precision 15.6"" Full HD Laptop i5-8265U 8GB 256GB SSD W10 Radeon Pro WX2100","1,204.65",,,,,,,,,,,,,"15.6"""
"MSI GF65 THIN 9SD-004 Essential (i7-9750H, 16GB RAM, 1TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,203.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-004,,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"XPC TUF Gaming TUF505 Gamer Notebook (AMD Ryzen 7 3750H, 16GB RAM, 1TB NVMe SSD + 1TB SSHD, NVIDIA GTX 1660Ti 6GB, 15.6"" Full HD, Windows 10) Gaming Laptop","1,203.00",ASUS,TUF Gaming TUF505,TUF505DU-KB71,,Windows 10 Home,AMD Ryzen 7 2nd Gen,3750H (2.30 GHz),Quad-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Refurbished: Acer Predator Helios 500 PH517-61-R0GX 17.3"" 144 Hz IPS AMD Ryzen 7 2nd Gen 2700 (3.20 GHz) AMD Radeon RX Vega 56 16 GB Memory 256 GB SSD Windows 10 Home 64-bit Grade A Gaming Laptop","1,199.99",Acer,Predator Helios 500,PH517-61-R0GX,4,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,2700 (3.20 GHz),8-core Processor,256 GB PCIe NVMe SSD,16 GB,AMD Radeon RX Vega 56,8 GB,"17.3"""
Newest ASUS ROG Strix-G 120Hz Gaming Laptop(Aura SYNC) | 15.6 FHD IPS Display| 9TH Intel 6-Core i7-9750H|32GB 2666MHz|1TB PCIe SSD+1TB HDD| NVDIA GTX1650 4GB GDDR5| RGB Backlit Keyboard | Windows 10,"1,199.99",,Strix-G,ROG,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"Newest MSI 17.3"" FHD 1920x1080 120Hz 3ms Wideview Anti-Glare Gaming Laptop|Intel Core i7-8750H Six-Core|16GB DDR4 Ram|256G M.2 SSD +1T HDD|Backlit Keyboard|NVIDIA GeForce GTX1050Ti 4G | Windows 10","1,199.99",,,,,Windows 10 Home,Intel Core i7 8th Gen,,,,16 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"17.3"""
"MSI GL Series GL75 9SDK-063 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,199.00",MSI,GL Series,GL75 9SDK-063,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"MSI GF Series GF75 THIN 9SC-027 17.3"" 60 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1650 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,199.00",MSI,GF Series,GF75 THIN 9SC-027,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1650,4 GB,"17.3"""
"Lenovo ThinkPad L13 13.3"" Touchscreen Laptop i5-10210U 16GB 512GB SSD Win 10 Pro","1,197.67",,,,,,,,,,,,,"13.3"""
"MSI GF63 THIN 9SC-652 (i7-9750H, 32GB RAM, 512GB NVMe SSD, NVIDIA GTX 1650 4GB, 15.6"" Full HD 120Hz 3ms, Windows 10) Gaming Laptop","1,192.00",XOTIC PC,GF63 THIN,GF63 THIN 9SC-652,,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"Lenovo Legion Y730 81HD001SUS 15.6"" FHD IPS GTX 1050 Ti 4 GB VRAM i5-8300H 8 GB Memory 1 TB HDD Windows 10 Home Gaming Laptop","1,190.87",Lenovo,Legion Y730-15ICH,81HD001SUS,5,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8300H (2.30 GHz),Quad-core Processor,1 TB,8 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"15.6"""
"Lenovo Legion Y730 81HD001SUS 15.6"" FHD IPS GTX 1050 Ti 4 GB VRAM i5-8300H 8 GB Memory 1 TB HDD Windows 10 Home Gaming Laptop","1,190.87",Lenovo,Legion Y730-15ICH,81HD001SUS,5,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8300H (2.30 GHz),Quad-core Processor,1 TB,8 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"15.6"""
"ASUS K570UD-ES54 15.6"" FHD GeForce GTX 1050 Core i5-8250U 8 GB Memory 256 GB SSD Windows 10 Home Gaming Laptop With Fingerprint Reader and Backlit Keyboard","1,185.00",ASUS,VivoBook,K570UD-ES54,3,Windows 10 Home 64-Bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB SSD,8 GB,NVIDIA GeForce GTX 1050,2 GB,"15.6"""
Newest ASUS ROG Strix-G 120Hz Gaming Laptop(Aura SYNC) | 15.6 FHD IPS Display| 9TH Intel 6-Core i7-9750H|32GB 2666MHz|1TB PCIe SSD| NVDIA GTX1650 4GB GDDR5| RGB Backlit Keyboard | Windows 10,"1,179.99",,Strix-G,ROG,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"Lenovo Legion Y530 Gaming Laptop, 15.6"" FHD Display, Intel Core i7-8750H Upto 4.1GHz, 32GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1050 Ti 4GB, HDMI, MiniDP, Backlit Keys, Wi-Fi, Bluetooth, Windows 10 Home","1,179.99",Lenovo,Legion,Y530,,Windows 10 Home,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256GB NVMe SSD + 1TB HDD,32 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"15.6"""
Newest ASUS ROG Strix-G 120Hz Gaming Laptop(Aura SYNC) | 15.6 FHD IPS Display| 9TH Intel 6-Core i7-9750H|32GB 2666MHz|512GB PCIe SSD+1TB HDD| NVDIA GTX1650 4GB GDDR5| RGB Backlit Keyboard | Windows 10,"1,179.00",,Strix-G,ROG,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"HP OMEN 15-dc1020nr 15.6"" 60 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 8 GB Memory 256 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,177.99",HP,OMEN,15-dc1020nr,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,256 GB PCIe NVMe M.2 SSD,8 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"XPC MSI GF63 THIN Gamer Notebook (Intel 9th Gen i7-9750H, 32GB RAM, 512GB NVMe SSD, NVIDIA GTX 1650 4GB, 15.6"" Full HD 120Hz 3ms, Windows 10) Gaming Laptop","1,172.00",XOTIC PC,GF63 THIN,GF63 THIN 9SC-652,,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
Newest ASUS TUF 17.3 Full HD Gaming  Laptop PC| AMD Ryzen 7 3750H Quad-Core up to 4.0GHz| 32GB DDR4| 1TGB PCIE SSD+1T HDD| NVDIA GeForce GTX 1650 4GB| RGB backlit keyboard|  HDMI| Windows 10| Black,"1,170.99",,,TUF Gaming,,Windows 10,AMD Ryzen 7,3750H (2.30 GHz),,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"17.3"""
"XPC MSI GF65 THIN Gamer Notebook (Intel 9th Gen i5-9300H, 16GB RAM, 1TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,152.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-008,,Windows 10 Home,Intel Core i5 9th Gen,9300H (2.40 GHz),Quad-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"MSI GS65 Stealth THIN-652 Gaming Laptop - 15.6"" 144 Hz - Intel Core i7 8th Gen 8750H (2.20 GHz) - NVIDIA GeForce GTX 1070 Max-Q - 16 GB Memory 512 GB M.2 SSD - Windows 10 Home 64-bit","1,149.99",MSI,GS Series,GS65 Stealth THIN-652,,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB M.2 SSD,16 GB,NVIDIA GeForce GTX 1070 Max-Q,8 GB,"15.6"""
"Newest Lenovo Legion Y540 15.6""FHD IPS  Gaming Laptop|Intel Core i7-9750H Hexa-Core Processor|Nvidia GeForce GTX 1650 4GB Graphics Card| 16GB Memory|512GB PCIe M.2 SSD| Backlit Keyboard| Windows 10","1,149.99",Lenovo,Legion,,,Windows 10 Home,Intel Core i7 9th Gen,,6-core Processor,512G M.2 PICe SSD,16 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"Lenovo Legion Y520 Gaming Laptop: Core i7-7700HQ, NVidia GTX 1060, 16GB RAM, 512GB SSD, 15.6"" Full HD Display","1,149.99",Lenovo,IdeaPad,Y520,5,Windows 10,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,512 GB,16 GB,NVIDIA GeForce GTX 1060,3 GB,"15.6"""
"Newest Dell G5 15.6"" Full HD Gaming Laptop(16G DDR4 Ram/1TB SSD M.2+1TB HDD) |Intel Core i7-8750H 6-Core |NVIDIA GeForce GTX 1050Ti 4GB|802.11ac + Bluetooth |Backlit Keyboard|Windows 10 Home| Red","1,149.99",DELL,G5 Gaming,,,Windows 10,Intel Core i7 8th Gen,2.20 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"15.6"""
"Newest Lenovo Legion Y540 15.6"" FHD IPS Gaming Laptop| Intel Quad-Core i5-9300H| NVIDIA GeForce GTX1660Ti 6GB|16GB DDR4|512GB M.2 SSD+1TB HDD| HDMI |Mini DisplayPort| Backlit Keyboard | Windows 10","1,149.99",,,Legion,,Windows 10 Home,Intel Core i5 9th Gen,2.40 GHz,,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"ASUS ROG Strix GL531GT-EB76 15.6"" 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1650 16 GB Memory 1 TB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,149.00",ASUS,ROG Strix III G,GL531GT-EB76,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB PCIe SSD,16 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"MSI GF75 THIN 9SC-278 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 512GB PCIe SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1650, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Home)","1,149.00",MSI,GF75 THIN 9SC-278,,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1650,,"17.3"""
Newest ASUS ROG Strix-G 120Hz Gaming Laptop(Aura SYNC) | 15.6 FHD IPS Display| 9TH Intel 6-Core i7-9750H|16GB 2666MHz|1TB PCIe SSD+1TB HDD| NVDIA GTX1650 4GB GDDR5| RGB Backlit Keyboard | Windows 10,"1,139.99",,Strix-G,ROG,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,,,16 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
"Lenovo Legion Y540 81SY005RUS Gaming Laptop - 15.6"" FHD IPS, Intel Core i7-9750H 2.60 GHz, NVIDIA GeForce GTX 1650, 8 GB DDR4 Memory, 128 GB SSD, 1 TB HDD, Windows 10 Home 64-bit","1,138.97",Lenovo,Legion Y540,81SY005RUS,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB HDD + 128 GB SSD,8 GB,NVIDIA GeForce GTX 1650,4 GB,"15.6"""
Newest ASUS TUF 17.3 Full HD Gaming  Laptop PC| AMD Ryzen 7 3750H Quad-Core up to 4.0GHz| 32GB DDR4| 1TB PCIE SSD| NVDIA GeForce GTX 1650 4GB| RGB backlit keyboard|  HDMI| Windows 10| Black,"1,136.99",,,TUF Gaming,,Windows 10,AMD Ryzen 7,3750H (2.30 GHz),,,32 GB,NVIDIA GeForce GTX 1650,4 GB,"17.3"""
"Refurbished: Acer PH315-51-757A 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD Windows 10 Home 64-bit Gaming Laptop (Grade A - Manufacturer Recertified)","1,129.99",Acer,Predator Helios 300,PH315-51-757A,,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Refurbished: Acer PH315-51-757A 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD Windows 10 Home 64-bit Gaming Laptop (Grade A - Manufacturer Recertified)","1,129.99",Acer,Predator Helios 300,PH315-51-757A,,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Open Box: MSI GL Series GL65 9SEK-065 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,125.00",MSI,GL Series,GL65 9SEK-065,,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
