name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Silver) Basic Accessory Bundle Bundle w/ Airpods","1,430.72",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) + LG 24 inch Class Full HD IPS LED Monitor with AMD FreeSync Multiple Monitor + Accessory Combo","1,451.16",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Space Gray) Basic Accessory Bundle Bundle","1,329.65",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Space Gray) Basic Bundle","1,221.91",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Space Gray) Basic Bundle w/ Magic Mouse","1,313.36",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Rose Deflector Case + White Wireless Mouse + 2 Port USB 3.0 Hub/ SD Reader Bundle","2,021.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Silver) Basic Accessory Bundle Bundle","1,286.26",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + LG 24 inch Class Full HD IPS LED Monitor with AMD FreeSync Multiple Monitor + Accessory Combo","1,419.22",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) + LG 27 inch Class Full HD IPS LED Gaming Monitor Multiple Monitor + Accessory Combo","1,495.08",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Rose Deflector Case + 2 Port USB 3.0 Hub/ SD Reader + White Wired Earbuds + Fibercloth Bundle","2,058.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Silver) Basic Bundle w/ Magic Mouse","1,269.97",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) + LG 29 Inch Class 21:9 UltraWide Full HD IPS LED Monitor with AMD FreeSync Multiple Monitor + Accessory Combo","1,603.40",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
